"","INDEX","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
"968",968,1,NA,1,37,1,12,158,1,184,2,2,2,3,22,2,746,10,6,1,280,4,1,4,2,2
"969",969,1,NA,1,31,1,14,471,1,1,1,2,2,7,57,2,847,8,1,1,815,3,1,1,10,2
"970",970,0,NA,3,27,3,11,657,1,412,2,1,2,8,50,2,67,1,5,1,790,3,1,5,2,1
"971",971,1,NA,1,13,2,12,176,1,57,2,1,2,3,14,2,746,1,4,1,1,1,2,6,7,2
"972",972,0,NA,1,36,1,13,1722,1,1,1,2,4,4,73,2,1386,3,1,2,1,1,1,1,23,2
"973",973,0,NA,1,26,1,13,778,1,757,2,1,1,2,44,1,382,12,5,1,1,1,1,4,7,1
"974",974,1,NA,1,17,2,16,675,1,1,2,1,2,9,12,1,295,5,4,1,294,2,1,1,6,2
"975",975,0,NA,1,17,1,13,664,1,715,2,2,2,2,23,2,287,5,1,1,1,1,1,1,6,1
"976",976,1,NA,1,29,1,13,280,1,174,2,2,1,8,45,2,40,9,1,2,684,4,2,3,13,2
"977",977,1,NA,1,37,1,13,830,1,511,1,2,2,8,53,2,767,8,6,1,670,4,1,1,2,2
"978",978,0,NA,1,36,1,15,994,1,777,2,1,3,6,16,2,1119,5,1,1,406,2,1,6,20,2
"979",979,1,NA,1,13,1,12,1444,1,1126,1,2,3,1,50,2,575,3,1,2,1,1,1,1,15,2
"980",980,1,NA,1,23,1,1,1,1,1,2,2,1,9,46,1,812,1,1,1,1,1,1,2,7,2
"981",981,0,NA,1,37,1,14,1043,1,1,1,1,2,2,39,1,551,6,5,1,1,1,1,1,2,1
"982",982,0,NA,1,33,1,14,261,1,179,2,2,3,6,6,2,516,2,1,2,1,1,1,1,11,2
"983",983,1,NA,2,19,3,13,1366,2,1163,1,1,1,8,22,2,712,1,5,1,559,4,2,1,2,2
"984",984,1,NA,1,14,5,1,1,2,1,1,1,1,5,50,2,255,6,5,1,1,1,1,1,7,2
"985",985,1,NA,2,22,3,13,1573,2,1,1,2,1,8,33,2,7,6,1,1,206,3,1,9,13,2
"986",986,1,NA,1,34,1,10,1087,1,1,1,2,2,2,56,1,135,8,3,2,1,1,1,2,2,2
"987",987,1,NA,1,32,1,13,1187,1,759,2,2,2,2,10,1,410,1,3,2,1,1,1,4,2,2
"988",988,0,NA,1,27,4,18,759,1,383,2,2,1,2,29,1,99,1,3,2,1,1,1,3,14,1
"989",989,1,NA,3,26,3,10,275,1,505,2,2,2,3,44,2,577,2,1,2,1,1,1,1,12,2
"990",990,1,NA,1,44,1,9,882,1,1,1,2,3,6,66,2,790,1,6,2,495,4,1,4,16,2
"991",991,1,NA,1,33,1,13,961,1,797,2,2,3,1,22,1,1383,1,2,1,1,1,1,1,20,2
"992",992,0,NA,1,49,3,11,1144,1,957,2,2,1,8,42,2,649,1,1,2,1,1,1,3,2,1
"993",993,1,NA,1,20,1,10,392,1,208,1,1,3,5,44,1,1396,3,6,1,829,2,1,1,2,2
"994",994,0,NA,1,19,1,1,1,1,226,1,2,2,9,77,1,543,9,1,1,1,1,1,1,11,1
"995",995,1,NA,1,21,1,11,233,1,268,2,2,2,2,31,1,182,3,3,2,1,1,1,1,7,2
"996",996,1,NA,1,36,1,14,1767,1,1368,2,1,3,6,39,2,145,1,5,1,1,1,2,1,14,2
"997",997,1,NA,1,18,1,11,1488,1,1,1,1,1,2,35,1,1298,1,1,1,614,2,1,1,13,2
"998",998,0,NA,1,22,1,12,950,1,1,1,2,2,3,34,2,312,9,3,2,1,1,1,1,7,1
"999",999,1,NA,1,31,1,12,604,1,1,1,1,2,2,16,2,866,10,5,1,770,2,1,4,8,2
"1000",1000,0,NA,1,7,3,11,43,2,1,1,1,2,9,33,2,219,12,4,2,65,2,1,7,8,1
"1001",1001,1,NA,1,17,2,12,35,1,1,2,1,2,9,16,2,75,5,5,1,131,3,1,1,5,2
"1002",1002,1,NA,4,45,4,20,1292,2,1,1,1,3,6,15,2,1192,16,4,1,634,5,1,8,19,2
"1003",1003,1,NA,1,30,1,8,370,1,1,1,1,2,3,53,2,560,5,5,1,1,1,1,5,2,2
"1004",1004,1,NA,4,22,4,12,1203,1,779,2,1,3,8,20,2,1348,12,5,1,642,2,1,3,21,2
"1005",1005,1,NA,1,21,1,8,456,1,287,2,1,2,3,17,2,666,1,5,1,130,2,1,8,2,2
"1006",1006,0,NA,1,38,1,17,1668,1,1298,2,2,4,1,42,1,1135,3,2,2,1,1,1,3,14,1
"1007",1007,0,NA,1,34,1,16,809,1,881,2,2,1,8,41,2,447,3,3,2,1,1,1,1,15,2
"1008",1008,1,NA,1,29,1,13,1442,1,1238,2,2,1,8,1,1,108,1,3,2,407,3,1,7,12,2
"1009",1009,1,NA,1,30,2,13,672,1,809,2,1,2,2,47,1,525,9,5,1,1,1,1,1,7,2
"1010",1010,1,NA,1,25,1,10,407,1,391,2,1,1,7,19,2,548,1,5,1,1,1,1,4,8,2
"1011",1011,1,NA,1,15,3,1,1,2,1,1,1,2,5,24,2,657,1,1,1,1,1,1,1,9,2
"1012",1012,1,NA,1,34,1,15,1357,1,1086,1,1,4,4,50,2,1403,5,5,1,1,1,1,3,18,2
"1013",1013,0,NA,1,22,1,14,307,1,230,2,2,4,6,50,2,590,8,1,2,1,1,1,2,15,2
"1014",1014,0,NA,1,29,1,7,901,1,695,2,2,2,7,12,2,639,5,1,2,1,1,1,1,9,2
"1015",1015,0,NA,1,33,1,8,191,1,253,2,1,4,4,21,2,1038,1,1,1,1,1,1,1,13,2
"1016",1016,1,NA,1,29,1,13,98,1,113,2,1,2,3,22,2,170,9,5,1,730,2,2,3,6,2
"1017",1017,1,NA,1,30,1,14,1454,1,1107,2,2,3,6,26,2,995,9,6,1,1,1,2,1,14,2
"1018",1018,1,NA,1,45,1,13,464,1,480,2,1,1,2,22,1,196,5,4,1,144,4,1,2,16,2
"1019",1019,1,NA,1,12,2,12,1328,1,839,2,1,1,8,15,2,81,5,5,1,752,2,2,5,10,2
"1020",1020,0,NA,1,34,1,15,1169,1,813,2,2,1,7,28,2,618,10,1,2,1,1,1,4,15,2
"1021",1021,1,NA,1,31,1,12,1218,1,1,1,2,3,1,1,1,1238,9,2,2,1,1,1,2,17,2
"1022",1022,0,NA,1,28,1,12,1382,1,1,1,1,2,2,9,1,661,1,1,1,1,1,1,1,2,1
"1023",1023,1,NA,1,33,1,16,848,1,705,2,2,2,2,33,1,1158,1,2,2,392,3,1,7,2,2
"1024",1024,1,NA,1,31,1,12,1060,1,1,1,2,1,2,36,1,519,1,1,2,1,1,1,4,12,2
"1025",1025,1,NA,1,8,2,9,1045,2,1,1,1,1,2,37,1,1043,8,5,1,493,3,1,2,11,2
"1026",1026,1,NA,1,10,4,14,520,1,324,2,1,2,2,43,1,46,1,4,1,1,1,1,5,2,2
"1027",1027,1,NA,1,18,1,11,1025,1,1,1,1,3,6,46,2,68,1,4,1,363,2,1,1,14,2
"1028",1028,0,NA,1,28,2,14,1123,1,826,2,1,1,8,22,2,1303,1,1,1,1,1,1,1,2,2
"1029",1029,0,NA,1,21,1,16,982,1,448,2,1,2,2,1,2,154,7,4,1,1,1,1,4,9,2
"1030",1030,0,NA,1,22,3,13,1184,2,1,1,2,3,6,14,2,1,5,1,1,1,1,1,1,15,1
"1031",1031,0,NA,1,13,3,12,269,2,1,1,2,2,3,40,2,54,6,1,1,1,1,1,3,2,1
"1032",1032,0,NA,2,23,2,15,1199,1,919,2,2,2,2,28,1,106,7,3,2,1,1,1,1,2,1
"1033",1033,1,NA,1,28,3,11,260,2,1,1,1,1,3,1,2,725,1,1,1,1,1,1,2,11,2
"1034",1034,1,NA,1,40,1,13,1624,1,1286,2,1,4,7,5,1,1100,5,3,1,668,3,2,1,10,2
"1035",1035,1,NA,3,47,4,13,1281,1,975,2,1,4,7,35,2,586,3,5,1,19,2,1,5,17,2
"1036",1036,0,NA,1,14,2,14,1356,1,999,2,1,1,2,55,1,57,6,5,1,1,1,1,2,2,1
"1037",1037,0,NA,1,34,1,12,1612,1,1,1,2,3,1,37,1,201,6,3,2,1,1,1,1,12,1
"1038",1038,0,NA,1,43,1,16,141,1,244,2,2,2,3,52,1,266,1,3,2,1,1,1,1,2,1
"1039",1039,1,NA,1,30,1,14,1501,1,1227,2,2,4,4,51,2,989,1,6,2,1,1,1,4,11,2
"1040",1040,1,NA,1,23,1,9,1578,1,1208,1,2,3,1,44,1,1044,5,2,1,1,1,1,1,14,2
"1041",1041,1,NA,1,25,1,9,49,1,56,2,1,2,5,33,2,313,9,5,1,1,1,1,2,7,2
"1042",1042,1,NA,2,25,3,15,1799,2,1394,1,1,4,4,27,2,92,2,5,1,776,2,2,5,2,2
"1043",1043,1,NA,1,13,3,1,1,1,1,2,1,2,9,17,2,79,2,5,1,1,1,2,1,6,2
"1044",1044,0,NA,1,28,4,15,132,1,1,2,1,2,9,27,2,729,3,5,1,1,1,1,1,9,1
"1045",1045,1,NA,1,13,2,1,1,2,35,1,1,1,5,31,2,54,5,4,1,787,5,2,2,2,2
"1046",1046,0,NA,1,22,1,14,327,1,61,2,1,2,2,47,1,606,1,1,1,1,1,1,1,9,1
"1047",1047,1,NA,1,29,1,15,1537,1,1,1,2,3,1,1,1,1357,2,2,1,649,4,1,5,16,2
"1048",1048,1,NA,1,30,1,10,983,1,922,2,2,2,8,38,1,1123,2,2,1,245,3,1,4,2,2
"1049",1049,1,NA,1,18,1,1,1,1,1,2,2,1,9,26,1,68,1,3,1,1,1,1,4,11,2
"1050",1050,1,NA,1,42,1,11,1695,1,1336,2,2,3,1,34,1,1057,3,2,2,496,4,1,5,16,2
"1051",1051,1,NA,1,39,1,16,313,1,1,1,1,1,5,28,2,177,2,5,1,585,3,1,5,9,2
"1052",1052,1,NA,1,34,1,8,728,1,1,1,2,3,1,43,1,797,1,6,1,577,3,1,1,16,2
"1053",1053,1,NA,1,26,3,1,1,1,1,2,1,2,9,57,1,94,3,1,1,484,5,1,6,2,2
"1054",1054,0,NA,1,40,1,1,1,1,154,2,2,1,5,39,2,167,5,3,2,1,1,1,1,18,1
"1055",1055,1,NA,1,8,4,16,1178,1,982,2,2,1,2,15,1,797,1,6,2,306,4,1,5,9,2
"1056",1056,0,NA,1,32,1,11,1143,1,1,1,2,2,2,44,1,668,1,1,2,1,1,1,2,9,1
"1057",1057,1,NA,1,28,3,16,223,1,288,2,1,2,3,20,2,931,5,5,1,4,4,1,1,7,2
"1058",1058,0,NA,1,42,1,12,318,1,1,1,2,1,8,9,2,327,1,1,2,1,1,1,1,12,1
"1059",1059,1,NA,2,22,3,12,633,1,438,2,1,2,2,2,1,489,1,5,1,771,5,1,1,9,2
"1060",1060,1,NA,1,17,3,10,462,2,1,1,2,2,2,25,2,221,3,1,2,805,3,2,3,2,2
"1061",1061,1,NA,1,28,1,9,512,1,655,2,1,2,2,15,2,413,3,5,1,1,1,1,2,8,2
"1062",1062,1,NA,2,19,3,13,1273,1,1,2,2,2,2,20,1,1,5,1,1,432,3,2,7,6,2
"1063",1063,1,NA,1,22,3,11,408,1,382,2,2,2,2,40,1,975,2,6,2,624,3,1,1,2,2
"1064",1064,0,NA,2,23,4,16,402,2,1,1,1,1,8,21,2,776,8,1,1,312,2,1,7,11,1
"1065",1065,0,NA,1,14,4,11,1491,2,1,1,1,3,7,4,2,1101,5,3,1,1,1,1,1,14,2
"1066",1066,0,NA,1,28,3,1,1,1,13,2,1,1,5,1,1,1374,3,2,2,1,1,1,1,11,2
"1067",1067,1,NA,1,41,1,13,1795,1,1392,2,2,4,7,42,1,1301,5,2,1,663,2,1,5,4,2
"1068",1068,1,NA,1,34,1,15,753,1,646,2,2,2,2,40,1,1125,9,1,1,556,2,1,1,2,2
"1069",1069,0,NA,1,37,1,13,1415,1,1079,2,1,3,6,10,2,778,5,1,1,1,1,1,1,20,2
"1070",1070,1,NA,1,30,1,17,465,1,315,2,2,2,3,41,1,65,12,3,2,1,1,2,1,2,2
"1071",1071,0,NA,1,33,1,1,1,1,1,1,1,2,9,43,2,130,1,5,1,1,1,2,3,2,1
"1072",1072,0,NA,1,35,1,15,1530,1,1161,2,1,1,8,14,2,498,1,5,1,1,1,1,1,13,2
"1073",1073,1,NA,1,28,1,14,75,1,1,2,2,2,9,8,1,412,6,3,1,1,1,1,1,2,2
"1074",1074,1,NA,3,26,3,13,991,2,1,1,1,1,8,32,1,1059,5,3,1,501,3,1,5,12,2
"1075",1075,0,NA,2,19,5,1,1,2,50,1,1,2,5,14,2,82,3,4,1,1,1,1,1,2,1
"1076",1076,0,NA,1,27,3,14,566,1,588,2,1,2,2,21,2,761,9,5,1,1,1,1,1,2,1
"1077",1077,0,NA,1,38,1,17,1111,1,1,1,1,3,5,39,2,840,15,4,1,1,1,1,2,12,1
"1078",1078,0,NA,1,18,3,8,308,1,246,2,1,2,3,15,2,143,3,4,1,1,1,1,1,2,1
"1079",1079,1,NA,1,26,1,13,724,1,1,1,2,2,3,48,2,416,1,3,1,1,1,2,2,2,2
"1080",1080,0,NA,1,42,1,13,1125,1,850,2,2,3,7,25,2,1031,5,6,2,1,1,1,1,23,2
"1081",1081,1,NA,1,32,1,7,94,1,1,1,1,2,9,56,2,889,3,5,1,427,4,1,6,4,2
"1082",1082,1,NA,1,26,4,1,1,1,1,2,2,2,9,8,1,627,1,1,2,478,4,1,7,2,2
"1083",1083,0,NA,1,28,5,16,1297,1,992,2,1,3,7,43,2,753,5,5,1,1,1,1,1,15,2
"1084",1084,1,NA,1,29,1,14,898,1,1,1,1,1,8,13,2,450,1,5,1,429,4,1,1,7,2
"1085",1085,1,NA,2,20,3,15,102,1,250,2,1,2,3,7,2,121,1,4,1,284,3,1,1,2,2
"1086",1086,1,NA,1,16,2,13,1584,2,1,1,1,2,2,44,1,1072,1,3,1,731,2,2,6,2,2
"1087",1087,0,NA,1,31,1,10,737,1,1,1,1,2,5,32,2,1128,5,3,1,1,1,1,1,10,1
"1088",1088,1,NA,1,36,1,9,1314,1,1085,2,2,3,7,13,1,145,1,3,2,1,1,2,2,10,2
"1089",1089,1,NA,1,50,1,6,827,1,739,1,1,4,4,24,2,752,5,5,1,532,3,1,3,20,2
"1090",1090,0,NA,1,33,1,15,71,1,291,2,1,3,5,18,2,259,1,1,1,1,1,1,3,18,1
"1091",1091,1,NA,1,39,1,8,6,1,131,1,2,3,7,24,2,773,1,6,2,1,1,1,1,13,2
"1092",1092,0,NA,1,24,1,14,1333,1,866,2,2,1,8,76,2,962,1,6,1,1,1,1,1,10,1
"1093",1093,0,NA,2,26,2,14,1224,1,1183,2,2,2,8,27,2,662,4,1,2,1,1,1,2,9,2
"1094",1094,1,NA,1,22,1,1,1,1,104,2,1,2,5,23,2,119,1,5,1,1,1,1,5,7,2
"1095",1095,1,NA,2,23,3,15,270,1,204,2,2,2,2,29,1,188,3,3,2,1,1,2,3,2,1
"1096",1096,1,NA,1,19,3,13,1561,2,1,1,2,1,7,33,2,758,1,1,2,449,3,1,1,2,2
"1097",1097,1,NA,1,30,1,16,670,1,549,2,2,2,2,22,1,571,3,1,1,1,1,1,1,8,2
"1098",1098,0,NA,1,32,1,15,238,1,316,2,1,2,2,46,1,744,1,5,1,1,1,1,1,5,1
"1099",1099,1,NA,1,32,1,13,1596,1,1,1,1,2,2,15,2,879,4,5,1,651,3,1,6,10,2
"1100",1100,1,NA,1,31,1,1,1,1,1,2,2,2,9,44,1,1,3,1,2,725,4,2,7,9,2
"1101",1101,0,NA,1,24,1,11,1081,1,828,2,2,1,7,27,2,847,12,1,2,1,1,1,1,6,2
"1102",1102,0,NA,1,24,1,11,486,1,474,2,1,2,8,2,2,596,9,5,1,1,1,1,2,10,2
"1103",1103,1,NA,1,20,3,5,600,1,371,2,1,2,8,5,2,84,2,4,1,1,1,2,3,2,2
"1104",1104,1,NA,2,20,3,15,1181,1,784,2,1,1,2,57,1,605,8,5,1,1,1,1,2,14,2
"1105",1105,1,NA,1,26,1,14,1231,1,1063,1,2,2,2,25,1,1400,1,2,1,1,1,1,3,7,2
"1106",1106,1,NA,1,25,1,11,61,1,1,1,1,1,5,28,2,43,6,5,1,1,1,1,1,11,2
"1107",1107,0,NA,1,35,1,8,1114,1,1090,2,2,1,7,11,1,953,8,6,2,1,1,1,2,15,2
"1108",1108,1,NA,1,26,2,12,1275,2,1,1,2,1,7,11,2,1005,5,6,1,347,4,1,5,13,2
"1109",1109,0,NA,1,33,1,15,270,1,509,2,1,2,3,46,2,81,1,4,1,572,3,1,4,2,1
"1110",1110,1,NA,1,27,1,1,1,1,1,1,1,4,5,22,2,99,6,5,1,599,3,1,1,16,2
"1111",1111,1,NA,1,19,2,9,221,1,1,2,2,2,9,18,1,68,1,3,2,39,2,1,6,8,2
"1112",1112,1,NA,1,29,1,14,738,1,664,2,2,3,1,1,1,1216,3,2,1,411,4,1,7,15,2
"1113",1113,1,NA,1,12,5,11,844,1,286,2,1,1,3,41,2,1034,4,4,1,1,1,1,1,10,2
"1114",1114,1,NA,1,32,1,8,1056,1,907,1,1,3,7,68,2,195,3,5,1,324,3,1,1,20,2
"1115",1115,1,NA,1,28,1,13,1149,1,973,2,1,1,2,28,1,371,7,5,1,1,1,1,1,10,2
"1116",1116,0,NA,1,31,1,9,1702,1,1307,1,2,3,8,23,2,1413,3,1,1,1,1,1,1,22,1
"1117",1117,1,NA,1,26,3,15,1373,2,1057,1,1,3,6,14,2,851,3,5,1,81,4,1,1,13,2
"1118",1118,1,NA,1,17,2,1,1,2,1,1,2,2,9,28,1,455,3,3,1,122,4,1,5,2,2
"1119",1119,1,NA,1,23,1,12,947,1,481,2,1,2,2,47,1,819,1,1,1,538,4,1,5,2,2
"1120",1120,1,NA,1,37,1,10,23,1,82,2,1,4,4,47,2,152,5,5,1,1,1,1,2,17,2
"1121",1121,1,NA,1,20,2,1,1,1,1,2,1,2,9,25,2,71,1,5,1,1,1,1,2,7,2
"1122",1122,1,NA,1,31,1,13,1694,1,1,1,2,3,1,27,1,118,1,3,1,1,1,2,1,21,2
"1123",1123,0,NA,2,24,3,1,1,1,1,2,2,2,9,14,2,1,10,1,2,1,1,1,2,9,1
"1124",1124,1,NA,1,16,4,14,476,2,1,1,2,2,7,1,2,1075,10,1,1,311,4,1,2,2,2
"1125",1125,1,NA,1,40,1,19,1663,1,1333,2,1,1,7,34,2,25,8,5,1,604,3,1,3,12,2
"1126",1126,1,NA,2,27,4,17,1587,1,1229,2,2,4,1,30,1,99,9,3,2,1,1,1,3,12,2
"1127",1127,1,NA,1,16,3,12,236,2,1,1,2,1,9,6,1,1241,5,2,2,138,4,1,8,2,2
"1128",1128,0,NA,1,24,1,13,1658,1,1201,2,2,4,6,43,2,677,13,1,1,1,1,1,1,20,2
"1129",1129,0,NA,1,27,4,13,1088,1,908,2,2,3,7,33,2,507,6,1,2,1,1,1,2,16,2
"1130",1130,1,NA,1,31,1,14,532,1,450,2,2,2,2,16,1,774,5,1,1,766,3,1,3,11,2
"1131",1131,1,NA,1,28,3,9,438,1,374,2,1,4,7,15,2,281,1,5,1,1,1,1,1,15,2
"1132",1132,0,NA,1,24,1,1,1,1,1,1,2,1,9,24,1,1122,5,2,2,261,2,1,2,2,1
"1133",1133,1,NA,1,20,1,8,974,1,1,1,2,2,2,28,1,561,3,1,1,514,4,2,3,8,2
"1134",1134,0,NA,2,25,2,15,816,1,363,2,1,2,2,34,1,381,12,5,1,1,1,1,1,10,1
"1135",1135,1,NA,1,41,1,9,1209,1,1082,1,2,1,2,1,1,175,3,3,1,169,5,1,6,2,2
"1136",1136,0,NA,1,23,1,11,342,1,215,2,2,2,2,34,1,1140,3,2,2,1,1,1,1,2,1
"1137",1137,0,NA,1,34,1,12,748,1,332,1,1,2,2,36,1,424,3,5,1,1,1,1,2,2,1
"1138",1138,0,NA,1,29,1,14,123,1,1,2,1,2,9,36,1,21,1,5,1,1,1,1,5,9,1
"1139",1139,0,NA,1,43,1,16,1006,1,985,2,2,4,6,8,2,570,5,1,2,528,3,1,1,17,2
"1140",1140,1,NA,1,19,1,13,1465,1,1108,1,2,4,6,31,2,808,1,6,2,1,1,1,4,21,2
"1141",1141,0,NA,1,36,1,12,1743,1,1,1,2,4,6,13,2,660,5,1,1,1,1,1,1,16,2
"1142",1142,0,NA,1,16,2,11,475,2,1,1,1,2,2,18,1,559,1,5,1,1,1,1,1,8,1
"1143",1143,1,NA,1,13,4,13,433,1,295,2,1,2,5,30,2,626,1,5,1,1,1,1,4,2,2
"1144",1144,1,NA,1,40,1,10,328,1,440,2,2,2,3,69,1,1088,10,2,2,259,2,1,1,2,2
"1145",1145,1,NA,1,39,1,15,265,1,500,2,2,2,2,15,1,162,1,3,2,29,4,1,4,2,2
"1146",1146,0,NA,1,47,1,12,1765,1,1,1,1,4,7,26,2,1410,1,3,1,203,2,1,2,11,2
"1147",1147,0,NA,1,27,2,17,1347,2,1150,1,2,1,8,9,1,1121,9,2,2,1,1,1,1,9,2
"1148",1148,1,NA,1,13,6,1,1,1,1,2,2,2,9,2,1,743,1,6,1,102,4,1,9,2,2
"1149",1149,0,NA,2,45,2,16,952,1,846,2,1,2,2,45,1,937,8,5,1,1,1,2,1,8,1
"1150",1150,1,NA,1,28,1,12,840,1,451,2,2,2,2,59,1,865,3,6,2,1,1,1,4,2,2
"1151",1151,1,NA,1,27,1,11,1013,1,749,1,2,2,2,22,1,12,12,1,2,1,1,2,1,2,2
"1152",1152,1,NA,1,14,2,15,1316,2,1,1,1,1,2,51,1,909,3,5,1,269,2,2,3,9,2
"1153",1153,1,NA,1,29,1,11,1593,1,1216,1,1,3,6,27,2,1274,2,4,1,1,1,1,2,2,2
"1154",1154,1,NA,1,48,1,15,1232,1,870,2,1,3,6,41,2,540,5,4,1,423,3,1,5,10,2
"1155",1155,1,NA,1,29,1,1,1,1,1,1,2,2,9,28,1,280,2,3,1,660,4,1,4,2,2
"1156",1156,1,NA,1,25,2,8,1183,2,950,1,2,1,8,31,2,534,5,1,2,405,6,1,1,9,2
"1157",1157,0,NA,1,7,2,8,803,1,695,2,1,3,7,1,2,218,9,5,1,582,2,1,1,17,2
"1158",1158,1,NA,1,37,1,13,607,1,602,2,2,3,1,38,2,781,1,6,2,134,4,1,2,10,2
"1159",1159,1,NA,1,28,1,8,194,1,1,1,2,2,2,19,2,29,5,1,2,1,1,1,1,2,2
"1160",1160,0,NA,1,34,1,16,1502,1,1154,2,1,1,7,23,2,1171,3,1,1,1,1,1,3,12,2
"1161",1161,0,NA,1,21,1,1,1,1,1,2,1,2,9,18,2,794,9,1,1,1,1,1,1,10,2
"1162",1162,1,NA,1,32,1,15,688,1,627,2,2,3,7,29,2,920,1,1,1,431,4,1,5,14,2
"1163",1163,1,NA,1,34,1,14,1004,1,621,2,1,1,7,53,2,286,1,5,1,469,2,1,6,13,2
"1164",1164,1,NA,1,50,1,14,1389,1,1,1,1,4,4,1,2,791,1,4,1,1,1,1,4,15,2
"1165",1165,0,NA,1,44,1,6,1456,1,1160,1,1,1,7,19,2,800,9,5,1,1,1,1,1,11,2
"1166",1166,1,NA,1,37,1,7,666,1,1,1,1,4,4,50,2,718,1,3,1,1,1,2,3,15,2
"1167",1167,1,NA,1,33,1,9,1267,1,937,1,1,4,4,32,2,1364,1,3,1,1,1,1,1,8,2
"1168",1168,1,NA,1,30,1,9,925,1,672,1,1,2,2,5,1,114,6,4,1,1,1,1,1,11,2
"1169",1169,1,NA,1,21,3,11,511,1,532,2,2,2,2,31,1,888,10,6,2,22,3,1,1,11,2
"1170",1170,0,NA,1,24,1,12,273,1,397,2,1,2,2,19,2,585,5,4,1,1,1,1,1,2,1
"1171",1171,1,NA,1,30,1,1,1,1,1,1,2,2,9,21,2,114,8,3,1,727,2,2,1,6,2
"1172",1172,1,NA,1,31,1,9,865,1,924,2,2,2,2,17,1,960,3,6,1,7,4,1,4,2,2
"1173",1173,1,NA,1,30,1,8,239,1,245,2,2,2,3,8,1,227,9,3,1,500,3,1,8,2,2
"1174",1174,1,NA,1,30,1,14,693,1,633,2,2,2,2,41,1,741,3,6,1,236,3,1,6,2,2
"1175",1175,0,NA,1,24,1,15,1749,1,1345,2,1,4,7,14,1,1354,5,3,1,182,2,1,1,17,2
"1176",1176,0,NA,1,25,1,6,115,1,1,2,1,1,9,1,1,1288,9,3,1,1,1,1,1,13,2
"1177",1177,1,NA,1,27,1,13,1453,1,1046,2,2,1,2,29,1,949,1,1,1,1,1,2,1,11,2
"1178",1178,0,NA,1,17,4,12,1729,1,1314,2,2,3,7,50,2,1409,3,1,1,1,1,1,1,22,2
"1179",1179,1,NA,1,34,1,1,1,1,1,1,1,2,5,1,2,739,5,5,1,1,1,1,2,5,2
"1180",1180,1,NA,1,33,1,1,1,1,1,1,1,2,9,44,2,129,1,4,1,1,1,1,7,5,2
"1181",1181,0,NA,1,31,1,13,1486,1,1140,2,1,1,8,21,2,857,16,5,1,1,1,1,2,9,2
"1182",1182,1,NA,1,21,1,1,1,1,1,2,1,1,9,25,1,74,1,4,1,563,2,2,6,12,2
"1183",1183,1,NA,1,33,1,12,857,1,1,1,2,1,7,46,2,1,1,1,2,242,2,1,2,11,2
"1184",1184,1,NA,1,21,1,10,1720,1,1306,2,2,1,2,25,1,1154,1,2,2,571,2,1,8,10,2
"1185",1185,1,NA,1,15,2,10,1340,2,1,1,1,2,2,33,1,60,5,4,1,1,1,2,2,10,2
"1186",1186,0,NA,1,27,3,12,1797,1,1396,2,1,4,4,33,2,837,6,5,1,1,1,1,3,18,2
"1187",1187,0,NA,1,43,4,18,52,1,1,2,1,1,9,27,1,238,1,5,1,1,1,1,1,8,1
"1188",1188,0,NA,2,26,3,13,284,1,348,2,1,2,5,43,2,162,5,4,1,1,1,1,1,8,1
"1189",1189,1,NA,1,24,1,15,1608,1,1196,2,2,3,1,31,1,763,12,6,2,120,4,1,2,2,2
"1190",1190,1,NA,1,33,1,13,250,1,222,2,1,2,2,52,2,779,9,5,1,1,1,1,1,2,2
"1191",1191,1,NA,1,29,1,8,1262,1,1,1,2,1,2,15,1,912,6,6,2,561,3,1,1,11,2
"1192",1192,0,NA,1,33,1,13,923,1,767,2,1,1,8,29,2,943,14,4,1,1,1,1,3,9,2
"1193",1193,0,NA,1,31,1,7,1578,1,1162,2,1,3,7,35,2,1231,3,1,1,1,1,1,1,21,2
"1194",1194,1,NA,1,26,1,7,1313,1,1,1,1,1,2,50,1,669,5,4,1,124,3,1,1,14,2
"1195",1195,1,NA,1,22,1,11,1105,1,1,1,2,3,8,48,2,485,1,1,1,1,1,1,1,15,2
"1196",1196,0,NA,1,20,1,12,588,1,203,1,1,2,2,1,2,559,3,5,1,1,1,1,1,9,1
"1197",1197,1,NA,1,23,3,16,1753,1,1350,2,1,1,8,33,1,1363,1,6,1,1,1,1,1,10,2
"1198",1198,0,NA,1,32,1,12,380,1,1,1,1,2,2,21,2,722,9,5,1,1,1,1,1,2,1
"1199",1199,1,NA,1,37,1,1,1,1,1,1,1,2,9,34,1,166,5,4,1,686,3,2,5,6,1
"1200",1200,1,NA,1,36,1,14,514,1,1,1,1,2,3,17,2,995,6,1,1,40,3,1,7,2,2
"1201",1201,1,NA,1,22,1,1,1,1,43,2,2,1,5,48,2,834,5,1,2,593,2,1,5,8,2
"1202",1202,1,NA,1,18,2,13,81,1,42,2,2,3,8,24,2,107,9,3,2,714,2,1,7,18,2
"1203",1203,1,NA,1,37,1,17,1007,1,763,2,1,1,2,25,1,425,6,5,1,1,1,1,1,3,2
